Datum;Uhrzeit;Wert[cm];Status des Werts
29.09.1979;00:00:00;31;Gut
30.09.1979;00:00:00;30;Gut
01.10.1979;00:00:00;30;Gut
02.10.1979;00:00:00;30;Gut
03.10.1979;00:00:00;31;Gut
04.10.1979;00:00:00;31;Gut
05.10.1979;00:00:00;32;Gut
06.10.1979;00:00:00;32;Gut
07.10.1979;00:00:00;31;Gut
08.10.1979;00:00:00;30;Gut
09.10.1979;00:00:00;30;Gut
10.10.1979;00:00:00;33;Gut
11.10.1979;00:00:00;33;Gut
12.10.1979;00:00:00;32;Gut
13.10.1979;00:00:00;32;Gut
14.10.1979;00:00:00;31;Gut
15.10.1979;00:00:00;30;Gut
16.10.1979;00:00:00;34;Gut
17.10.1979;00:00:00;34;Gut
18.10.1979;00:00:00;33;Gut
19.10.1979;00:00:00;33;Gut
20.10.1979;00:00:00;32;Gut
21.10.1979;00:00:00;32;Gut
22.10.1979;00:00:00;32;Gut
23.10.1979;00:00:00;32;Gut
24.10.1979;00:00:00;32;Gut
25.10.1979;00:00:00;31;Gut
26.10.1979;00:00:00;32;Gut
27.10.1979;00:00:00;34;Gut
28.10.1979;00:00:00;34;Gut
29.10.1979;00:00:00;34;Gut
30.10.1979;00:00:00;33;Gut
31.10.1979;00:00:00;34;Gut
01.11.1979;00:00:00;34;Gut
02.11.1979;00:00:00;34;Gut
03.11.1979;00:00:00;34;Gut
04.11.1979;00:00:00;33;Gut
05.11.1979;00:00:00;37;Gut
06.11.1979;00:00:00;40;Gut
07.11.1979;00:00:00;42;Gut
08.11.1979;00:00:00;44;Gut
09.11.1979;00:00:00;43;Gut
10.11.1979;00:00:00;42;Gut
11.11.1979;00:00:00;40;Gut
12.11.1979;00:00:00;40;Gut
13.11.1979;00:00:00;40;Gut
14.11.1979;00:00:00;38;Gut
15.11.1979;00:00:00;37;Gut
16.11.1979;00:00:00;40;Gut
17.11.1979;00:00:00;36;Gut
18.11.1979;00:00:00;36;Gut
19.11.1979;00:00:00;34;Gut
20.11.1979;00:00:00;34;Gut
21.11.1979;00:00:00;36;Gut
22.11.1979;00:00:00;36;Gut
23.11.1979;00:00:00;37;Gut
24.11.1979;00:00:00;37;Gut
25.11.1979;00:00:00;37;Gut
26.11.1979;00:00:00;37;Gut
27.11.1979;00:00:00;38;Gut
28.11.1979;00:00:00;38;Gut
29.11.1979;00:00:00;38;Gut
30.11.1979;00:00:00;38;Gut
01.12.1979;00:00:00;38;Gut
02.12.1979;00:00:00;40;Gut
03.12.1979;00:00:00;40;Gut
04.12.1979;00:00:00;39;Gut
05.12.1979;00:00:00;38;Gut
06.12.1979;00:00:00;38;Gut
07.12.1979;00:00:00;38;Gut
08.12.1979;00:00:00;40;Gut
09.12.1979;00:00:00;43;Gut
10.12.1979;00:00:00;43;Gut
11.12.1979;00:00:00;42;Gut
12.12.1979;00:00:00;42;Gut
13.12.1979;00:00:00;41;Gut
14.12.1979;00:00:00;41;Gut
15.12.1979;00:00:00;40;Gut
16.12.1979;00:00:00;40;Gut
17.12.1979;00:00:00;39;Gut
18.12.1979;00:00:00;39;Gut
19.12.1979;00:00:00;40;Gut
20.12.1979;00:00:00;40;Gut
21.12.1979;00:00:00;40;Gut
22.12.1979;00:00:00;42;Gut
23.12.1979;00:00:00;42;Gut
24.12.1979;00:00:00;41;Gut
25.12.1979;00:00:00;40;Gut
26.12.1979;00:00:00;40;Gut
27.12.1979;00:00:00;40;Gut
28.12.1979;00:00:00;40;Gut
29.12.1979;00:00:00;40;Gut
30.12.1979;00:00:00;40;Gut
31.12.1979;00:00:00;40;Gut
01.01.1980;00:00:00;40;Gut
02.01.1980;00:00:00;40;Gut
03.01.1980;00:00:00;39;Gut
04.01.1980;00:00:00;39;Gut
05.01.1980;00:00:00;38;Gut
06.01.1980;00:00:00;38;Gut
07.01.1980;00:00:00;36;Gut
08.01.1980;00:00:00;36;Gut
09.01.1980;00:00:00;35;Gut
10.01.1980;00:00:00;34;Gut
11.01.1980;00:00:00;34;Gut
12.01.1980;00:00:00;33;Gut
13.01.1980;00:00:00;33;Gut
14.01.1980;00:00:00;34;Gut
15.01.1980;00:00:00;35;Gut
16.01.1980;00:00:00;34;Gut
17.01.1980;00:00:00;34;Gut
18.01.1980;00:00:00;33;Gut
19.01.1980;00:00:00;33;Gut
20.01.1980;00:00:00;32;Gut
21.01.1980;00:00:00;32;Gut
22.01.1980;00:00:00;32;Gut
23.01.1980;00:00:00;32;Gut
24.01.1980;00:00:00;32;Gut
25.01.1980;00:00:00;32;Gut
26.01.1980;00:00:00;32;Gut
27.01.1980;00:00:00;32;Gut
28.01.1980;00:00:00;32;Gut
29.01.1980;00:00:00;32;Gut
30.01.1980;00:00:00;32;Gut
31.01.1980;00:00:00;34;Gut
01.02.1980;00:00:00;36;Gut
02.02.1980;00:00:00;42;Gut
03.02.1980;00:00:00;44;Gut
04.02.1980;00:00:00;44;Gut
05.02.1980;00:00:00;44;Gut
06.02.1980;00:00:00;46;Gut
07.02.1980;00:00:00;46;Gut
08.02.1980;00:00:00;48;Gut
09.02.1980;00:00:00;50;Gut
10.02.1980;00:00:00;53;Gut
11.02.1980;00:00:00;55;Gut
12.02.1980;00:00:00;54;Gut
13.02.1980;00:00:00;52;Gut
14.02.1980;00:00:00;52;Gut
15.02.1980;00:00:00;50;Gut
16.02.1980;00:00:00;50;Gut
17.02.1980;00:00:00;48;Gut
18.02.1980;00:00:00;46;Gut
19.02.1980;00:00:00;43;Gut
20.02.1980;00:00:00;41;Gut
21.02.1980;00:00:00;39;Gut
22.02.1980;00:00:00;38;Gut
23.02.1980;00:00:00;36;Gut
24.02.1980;00:00:00;34;Gut
25.02.1980;00:00:00;33;Gut
26.02.1980;00:00:00;33;Gut
27.02.1980;00:00:00;32;Gut
28.02.1980;00:00:00;32;Gut
29.02.1980;00:00:00;34;Gut
01.03.1980;00:00:00;36;Gut
02.03.1980;00:00:00;36;Gut
03.03.1980;00:00:00;35;Gut
04.03.1980;00:00:00;35;Gut
05.03.1980;00:00:00;34;Gut
06.03.1980;00:00:00;34;Gut
07.03.1980;00:00:00;33;Gut
08.03.1980;00:00:00;33;Gut
09.03.1980;00:00:00;35;Gut
10.03.1980;00:00:00;36;Gut
11.03.1980;00:00:00;36;Gut
12.03.1980;00:00:00;36;Gut
13.03.1980;00:00:00;34;Gut
14.03.1980;00:00:00;34;Gut
15.03.1980;00:00:00;34;Gut
16.03.1980;00:00:00;34;Gut
17.03.1980;00:00:00;38;Gut
18.03.1980;00:00:00;39;Gut
19.03.1980;00:00:00;42;Gut
20.03.1980;00:00:00;40;Gut
21.03.1980;00:00:00;40;Gut
22.03.1980;00:00:00;39;Gut
23.03.1980;00:00:00;38;Gut
24.03.1980;00:00:00;38;Gut
25.03.1980;00:00:00;37;Gut
26.03.1980;00:00:00;37;Gut
27.03.1980;00:00:00;35;Gut
28.03.1980;00:00:00;35;Gut
29.03.1980;00:00:00;36;Gut
30.03.1980;00:00:00;36;Gut
31.03.1980;00:00:00;34;Gut
01.04.1980;00:00:00;34;Gut
02.04.1980;00:00:00;35;Gut
03.04.1980;00:00:00;35;Gut
04.04.1980;00:00:00;36;Gut
05.04.1980;00:00:00;36;Gut
06.04.1980;00:00:00;36;Gut
07.04.1980;00:00:00;40;Gut
08.04.1980;00:00:00;40;Gut
09.04.1980;00:00:00;38;Gut
10.04.1980;00:00:00;38;Gut
11.04.1980;00:00:00;36;Gut
12.04.1980;00:00:00;35;Gut
13.04.1980;00:00:00;33;Gut
14.04.1980;00:00:00;33;Gut
15.04.1980;00:00:00;32;Gut
16.04.1980;00:00:00;32;Gut
17.04.1980;00:00:00;32;Gut
18.04.1980;00:00:00;34;Gut
19.04.1980;00:00:00;34;Gut
20.04.1980;00:00:00;35;Gut
21.04.1980;00:00:00;34;Gut
22.04.1980;00:00:00;33;Gut
23.04.1980;00:00:00;35;Gut
24.04.1980;00:00:00;50;Gut
25.04.1980;00:00:00;48;Gut
26.04.1980;00:00:00;46;Gut
27.04.1980;00:00:00;45;Gut
28.04.1980;00:00:00;40;Gut
29.04.1980;00:00:00;40;Gut
30.04.1980;00:00:00;37;Gut
01.05.1980;00:00:00;38;Gut
02.05.1980;00:00:00;40;Gut
03.05.1980;00:00:00;40;Gut
04.05.1980;00:00:00;42;Gut
05.05.1980;00:00:00;40;Gut
06.05.1980;00:00:00;41;Gut
07.05.1980;00:00:00;40;Gut
08.05.1980;00:00:00;40;Gut
09.05.1980;00:00:00;40;Gut
10.05.1980;00:00:00;38;Gut
11.05.1980;00:00:00;37;Gut
12.05.1980;00:00:00;35;Gut
13.05.1980;00:00:00;34;Gut
14.05.1980;00:00:00;34;Gut
15.05.1980;00:00:00;34;Gut
16.05.1980;00:00:00;34;Gut
17.05.1980;00:00:00;34;Gut
18.05.1980;00:00:00;34;Gut
19.05.1980;00:00:00;34;Gut
20.05.1980;00:00:00;34;Gut
21.05.1980;00:00:00;34;Gut
22.05.1980;00:00:00;34;Gut
23.05.1980;00:00:00;34;Gut
24.05.1980;00:00:00;34;Gut
25.05.1980;00:00:00;34;Gut
26.05.1980;00:00:00;32;Gut
27.05.1980;00:00:00;32;Gut
28.05.1980;00:00:00;32;Gut
29.05.1980;00:00:00;32;Gut
30.05.1980;00:00:00;36;Gut
31.05.1980;00:00:00;34;Gut
01.06.1980;00:00:00;34;Gut
02.06.1980;00:00:00;34;Gut
03.06.1980;00:00:00;33;Gut
04.06.1980;00:00:00;33;Gut
05.06.1980;00:00:00;32;Gut
06.06.1980;00:00:00;32;Gut
07.06.1980;00:00:00;32;Gut
08.06.1980;00:00:00;32;Gut
09.06.1980;00:00:00;32;Gut
10.06.1980;00:00:00;32;Gut
11.06.1980;00:00:00;31;Gut
12.06.1980;00:00:00;30;Gut
13.06.1980;00:00:00;30;Gut
14.06.1980;00:00:00;30;Gut
15.06.1980;00:00:00;32;Gut
16.06.1980;00:00:00;34;Gut
17.06.1980;00:00:00;36;Gut
18.06.1980;00:00:00;40;Gut
19.06.1980;00:00:00;42;Gut
20.06.1980;00:00:00;42;Gut
21.06.1980;00:00:00;41;Gut
22.06.1980;00:00:00;40;Gut
23.06.1980;00:00:00;39;Gut
24.06.1980;00:00:00;38;Gut
25.06.1980;00:00:00;38;Gut
26.06.1980;00:00:00;38;Gut
27.06.1980;00:00:00;38;Gut
28.06.1980;00:00:00;38;Gut
29.06.1980;00:00:00;40;Gut
30.06.1980;00:00:00;42;Gut
01.07.1980;00:00:00;39;Gut
02.07.1980;00:00:00;38;Gut
03.07.1980;00:00:00;40;Gut
04.07.1980;00:00:00;40;Gut
05.07.1980;00:00:00;40;Gut
06.07.1980;00:00:00;38;Gut
07.07.1980;00:00:00;38;Gut
08.07.1980;00:00:00;38;Gut
09.07.1980;00:00:00;39;Gut
10.07.1980;00:00:00;39;Gut
11.07.1980;00:00:00;39;Gut
12.07.1980;00:00:00;40;Gut
13.07.1980;00:00:00;42;Gut
14.07.1980;00:00:00;40;Gut
15.07.1980;00:00:00;40;Gut
16.07.1980;00:00:00;42;Gut
17.07.1980;00:00:00;42;Gut
18.07.1980;00:00:00;44;Gut
19.07.1980;00:00:00;46;Gut
20.07.1980;00:00:00;46;Gut
21.07.1980;00:00:00;45;Gut
22.07.1980;00:00:00;45;Gut
23.07.1980;00:00:00;44;Gut
24.07.1980;00:00:00;44;Gut
25.07.1980;00:00:00;43;Gut
26.07.1980;00:00:00;42;Gut
27.07.1980;00:00:00;42;Gut
28.07.1980;00:00:00;42;Gut
29.07.1980;00:00:00;41;Gut
30.07.1980;00:00:00;41;Gut
31.07.1980;00:00:00;40;Gut
01.08.1980;00:00:00;40;Gut
02.08.1980;00:00:00;40;Gut
03.08.1980;00:00:00;41;Gut
04.08.1980;00:00:00;42;Gut
05.08.1980;00:00:00;43;Gut
06.08.1980;00:00:00;43;Gut
07.08.1980;00:00:00;42;Gut
08.08.1980;00:00:00;42;Gut
09.08.1980;00:00:00;42;Gut
10.08.1980;00:00:00;42;Gut
11.08.1980;00:00:00;42;Gut
12.08.1980;00:00:00;42;Gut
13.08.1980;00:00:00;44;Gut
14.08.1980;00:00:00;43;Gut
15.08.1980;00:00:00;43;Gut
16.08.1980;00:00:00;42;Gut
17.08.1980;00:00:00;42;Gut
18.08.1980;00:00:00;42;Gut
19.08.1980;00:00:00;42;Gut
20.08.1980;00:00:00;42;Gut
21.08.1980;00:00:00;44;Gut
22.08.1980;00:00:00;42;Gut
23.08.1980;00:00:00;40;Gut
24.08.1980;00:00:00;40;Gut
25.08.1980;00:00:00;40;Gut
26.08.1980;00:00:00;39;Gut
27.08.1980;00:00:00;38;Gut
28.08.1980;00:00:00;38;Gut
29.08.1980;00:00:00;38;Gut
30.08.1980;00:00:00;38;Gut
31.08.1980;00:00:00;40;Gut
01.09.1980;00:00:00;40;Gut
02.09.1980;00:00:00;39;Gut
03.09.1980;00:00:00;38;Gut
04.09.1980;00:00:00;37;Gut
05.09.1980;00:00:00;36;Gut
06.09.1980;00:00:00;36;Gut
07.09.1980;00:00:00;36;Gut
08.09.1980;00:00:00;36;Gut
09.09.1980;00:00:00;35;Gut
10.09.1980;00:00:00;35;Gut
11.09.1980;00:00:00;37;Gut
12.09.1980;00:00:00;37;Gut
13.09.1980;00:00:00;36;Gut
14.09.1980;00:00:00;35;Gut
15.09.1980;00:00:00;35;Gut
16.09.1980;00:00:00;34;Gut
17.09.1980;00:00:00;34;Gut
18.09.1980;00:00:00;34;Gut
19.09.1980;00:00:00;34;Gut
20.09.1980;00:00:00;34;Gut
21.09.1980;00:00:00;34;Gut
22.09.1980;00:00:00;34;Gut
23.09.1980;00:00:00;34;Gut
24.09.1980;00:00:00;34;Gut
25.09.1980;00:00:00;33;Gut
26.09.1980;00:00:00;33;Gut
27.09.1980;00:00:00;33;Gut
28.09.1980;00:00:00;33;Gut
29.09.1980;00:00:00;33;Gut
30.09.1980;00:00:00;33;Gut
01.10.1980;00:00:00;33;Gut
02.10.1980;00:00:00;33;Gut
03.10.1980;00:00:00;34;Gut
04.10.1980;00:00:00;34;Gut
05.10.1980;00:00:00;34;Gut
06.10.1980;00:00:00;34;Gut
07.10.1980;00:00:00;34;Gut
08.10.1980;00:00:00;34;Gut
09.10.1980;00:00:00;36;Gut
10.10.1980;00:00:00;36;Gut
11.10.1980;00:00:00;34;Gut
12.10.1980;00:00:00;34;Gut
13.10.1980;00:00:00;34;Gut
14.10.1980;00:00:00;38;Gut
15.10.1980;00:00:00;40;Gut
16.10.1980;00:00:00;40;Gut
17.10.1980;00:00:00;40;Gut
18.10.1980;00:00:00;39;Gut
19.10.1980;00:00:00;39;Gut
20.10.1980;00:00:00;39;Gut
21.10.1980;00:00:00;41;Gut
22.10.1980;00:00:00;40;Gut
23.10.1980;00:00:00;40;Gut
24.10.1980;00:00:00;40;Gut
25.10.1980;00:00:00;40;Gut
26.10.1980;00:00:00;40;Gut
27.10.1980;00:00:00;40;Gut
28.10.1980;00:00:00;42;Gut
29.10.1980;00:00:00;40;Gut
30.10.1980;00:00:00;40;Gut
31.10.1980;00:00:00;39;Gut
01.11.1980;00:00:00;39;Gut
02.11.1980;00:00:00;38;Gut
03.11.1980;00:00:00;38;Gut
04.11.1980;00:00:00;37;Gut
05.11.1980;00:00:00;36;Gut
06.11.1980;00:00:00;34;Gut
07.11.1980;00:00:00;34;Gut
08.11.1980;00:00:00;38;Gut
09.11.1980;00:00:00;40;Gut
10.11.1980;00:00:00;42;Gut
11.11.1980;00:00:00;42;Gut
12.11.1980;00:00:00;41;Gut
13.11.1980;00:00:00;40;Gut
14.11.1980;00:00:00;40;Gut
15.11.1980;00:00:00;40;Gut
16.11.1980;00:00:00;40;Gut
17.11.1980;00:00:00;39;Gut
18.11.1980;00:00:00;39;Gut
19.11.1980;00:00:00;44;Gut
20.11.1980;00:00:00;44;Gut
21.11.1980;00:00:00;45;Gut
22.11.1980;00:00:00;43;Gut
23.11.1980;00:00:00;43;Gut
24.11.1980;00:00:00;43;Gut
25.11.1980;00:00:00;41;Gut
26.11.1980;00:00:00;40;Gut
27.11.1980;00:00:00;40;Gut
28.11.1980;00:00:00;39;Gut
29.11.1980;00:00:00;39;Gut
30.11.1980;00:00:00;38;Gut
01.12.1980;00:00:00;38;Gut
02.12.1980;00:00:00;38;Gut
03.12.1980;00:00:00;36;Gut
04.12.1980;00:00:00;35;Gut
05.12.1980;00:00:00;34;Gut
06.12.1980;00:00:00;34;Gut
07.12.1980;00:00:00;36;Gut
08.12.1980;00:00:00;38;Gut
09.12.1980;00:00:00;40;Gut
10.12.1980;00:00:00;40;Gut
11.12.1980;00:00:00;40;Gut
12.12.1980;00:00:00;42;Gut
13.12.1980;00:00:00;42;Gut
14.12.1980;00:00:00;41;Gut
15.12.1980;00:00:00;40;Gut
16.12.1980;00:00:00;40;Gut
17.12.1980;00:00:00;36;Gut
18.12.1980;00:00:00;36;Gut
19.12.1980;00:00:00;36;Gut
20.12.1980;00:00:00;37;Gut
21.12.1980;00:00:00;38;Gut
22.12.1980;00:00:00;38;Gut
23.12.1980;00:00:00;35;Gut
24.12.1980;00:00:00;35;Gut
25.12.1980;00:00:00;37;Gut
26.12.1980;00:00:00;38;Gut
27.12.1980;00:00:00;38;Gut
28.12.1980;00:00:00;39;Gut
29.12.1980;00:00:00;39;Gut
30.12.1980;00:00:00;40;Gut
31.12.1980;00:00:00;40;Gut
01.01.1981;00:00:00;44;Gut
02.01.1981;00:00:00;42;Gut
03.01.1981;00:00:00;45;Gut
04.01.1981;00:00:00;52;Gut
05.01.1981;00:00:00;50;Gut
06.01.1981;00:00:00;48;Gut
07.01.1981;00:00:00;48;Gut
08.01.1981;00:00:00;45;Gut
09.01.1981;00:00:00;45;Gut
10.01.1981;00:00:00;43;Gut
11.01.1981;00:00:00;43;Gut
12.01.1981;00:00:00;43;Gut
13.01.1981;00:00:00;41;Gut
14.01.1981;00:00:00;40;Gut
15.01.1981;00:00:00;40;Gut
16.01.1981;00:00:00;40;Gut
17.01.1981;00:00:00;38;Gut
18.01.1981;00:00:00;38;Gut
19.01.1981;00:00:00;40;Gut
20.01.1981;00:00:00;40;Gut
21.01.1981;00:00:00;40;Gut
22.01.1981;00:00:00;40;Gut
23.01.1981;00:00:00;40;Gut
24.01.1981;00:00:00;42;Gut
25.01.1981;00:00:00;42;Gut
26.01.1981;00:00:00;40;Gut
27.01.1981;00:00:00;40;Gut
28.01.1981;00:00:00;40;Gut
29.01.1981;00:00:00;40;Gut
30.01.1981;00:00:00;40;Gut
31.01.1981;00:00:00;42;Gut
01.02.1981;00:00:00;40;Gut
02.02.1981;00:00:00;45;Gut
03.02.1981;00:00:00;50;Gut
04.02.1981;00:00:00;52;Gut
05.02.1981;00:00:00;56;Gut
06.02.1981;00:00:00;54;Gut
07.02.1981;00:00:00;50;Gut
08.02.1981;00:00:00;48;Gut
09.02.1981;00:00:00;47;Gut
10.02.1981;00:00:00;47;Gut
11.02.1981;00:00:00;45;Gut
12.02.1981;00:00:00;43;Gut
13.02.1981;00:00:00;42;Gut
14.02.1981;00:00:00;42;Gut
15.02.1981;00:00:00;40;Gut
16.02.1981;00:00:00;40;Gut
17.02.1981;00:00:00;42;Gut
18.02.1981;00:00:00;45;Gut
19.02.1981;00:00:00;42;Gut
20.02.1981;00:00:00;42;Gut
21.02.1981;00:00:00;41;Gut
22.02.1981;00:00:00;40;Gut
23.02.1981;00:00:00;40;Gut
24.02.1981;00:00:00;40;Gut
25.02.1981;00:00:00;40;Gut
26.02.1981;00:00:00;40;Gut
27.02.1981;00:00:00;40;Gut
28.02.1981;00:00:00;40;Gut
01.03.1981;00:00:00;39;Gut
02.03.1981;00:00:00;38;Gut
03.03.1981;00:00:00;38;Gut
04.03.1981;00:00:00;38;Gut
05.03.1981;00:00:00;38;Gut
06.03.1981;00:00:00;38;Gut
07.03.1981;00:00:00;40;Gut
08.03.1981;00:00:00;40;Gut
09.03.1981;00:00:00;40;Gut
10.03.1981;00:00:00;45;Gut
11.03.1981;00:00:00;56;Gut
12.03.1981;00:00:00;97;Gut
13.03.1981;00:00:00;60;Gut
14.03.1981;00:00:00;55;Gut
15.03.1981;00:00:00;50;Gut
16.03.1981;00:00:00;48;Gut
17.03.1981;00:00:00;46;Gut
18.03.1981;00:00:00;44;Gut
19.03.1981;00:00:00;44;Gut
20.03.1981;00:00:00;42;Gut
21.03.1981;00:00:00;40;Gut
22.03.1981;00:00:00;39;Gut
23.03.1981;00:00:00;37;Gut
24.03.1981;00:00:00;38;Gut
25.03.1981;00:00:00;42;Gut
26.03.1981;00:00:00;45;Gut
27.03.1981;00:00:00;50;Gut
28.03.1981;00:00:00;48;Gut
29.03.1981;00:00:00;46;Gut
30.03.1981;00:00:00;44;Gut
31.03.1981;00:00:00;40;Gut
01.04.1981;00:00:00;40;Gut
02.04.1981;00:00:00;38;Gut
03.04.1981;00:00:00;38;Gut
04.04.1981;00:00:00;36;Gut
05.04.1981;00:00:00;36;Gut
06.04.1981;00:00:00;36;Gut
07.04.1981;00:00:00;34;Gut
08.04.1981;00:00:00;32;Gut
09.04.1981;00:00:00;32;Gut
10.04.1981;00:00:00;32;Gut
11.04.1981;00:00:00;34;Gut
12.04.1981;00:00:00;34;Gut
13.04.1981;00:00:00;33;Gut
14.04.1981;00:00:00;34;Gut
15.04.1981;00:00:00;32;Gut
16.04.1981;00:00:00;32;Gut
17.04.1981;00:00:00;32;Gut
18.04.1981;00:00:00;36;Gut
19.04.1981;00:00:00;36;Gut
20.04.1981;00:00:00;34;Gut
21.04.1981;00:00:00;34;Gut
22.04.1981;00:00:00;34;Gut
23.04.1981;00:00:00;34;Gut
24.04.1981;00:00:00;34;Gut
25.04.1981;00:00:00;34;Gut
26.04.1981;00:00:00;34;Gut
27.04.1981;00:00:00;31;Gut
28.04.1981;00:00:00;31;Gut
29.04.1981;00:00:00;32;Gut
30.04.1981;00:00:00;36;Gut
01.05.1981;00:00:00;36;Gut
02.05.1981;00:00:00;38;Gut
03.05.1981;00:00:00;38;Gut
04.05.1981;00:00:00;37;Gut
05.05.1981;00:00:00;37;Gut
06.05.1981;00:00:00;38;Gut
07.05.1981;00:00:00;38;Gut
08.05.1981;00:00:00;37;Gut
09.05.1981;00:00:00;36;Gut
10.05.1981;00:00:00;34;Gut
11.05.1981;00:00:00;34;Gut
12.05.1981;00:00:00;34;Gut
13.05.1981;00:00:00;34;Gut
14.05.1981;00:00:00;34;Gut
15.05.1981;00:00:00;33;Gut
16.05.1981;00:00:00;33;Gut
17.05.1981;00:00:00;33;Gut
18.05.1981;00:00:00;32;Gut
19.05.1981;00:00:00;31;Gut
20.05.1981;00:00:00;30;Gut
21.05.1981;00:00:00;30;Gut
22.05.1981;00:00:00;30;Gut
23.05.1981;00:00:00;30;Gut
24.05.1981;00:00:00;30;Gut
25.05.1981;00:00:00;32;Gut
26.05.1981;00:00:00;32;Gut
27.05.1981;00:00:00;32;Gut
28.05.1981;00:00:00;32;Gut
29.05.1981;00:00:00;31;Gut
30.05.1981;00:00:00;30;Gut
31.05.1981;00:00:00;30;Gut
01.06.1981;00:00:00;30;Gut
02.06.1981;00:00:00;30;Gut
03.06.1981;00:00:00;30;Gut
04.06.1981;00:00:00;30;Gut
05.06.1981;00:00:00;30;Gut
06.06.1981;00:00:00;30;Gut
07.06.1981;00:00:00;30;Gut
08.06.1981;00:00:00;30;Gut
09.06.1981;00:00:00;30;Gut
10.06.1981;00:00:00;30;Gut
11.06.1981;00:00:00;29;Gut
12.06.1981;00:00:00;29;Gut
13.06.1981;00:00:00;29;Gut
14.06.1981;00:00:00;29;Gut
15.06.1981;00:00:00;30;Gut
16.06.1981;00:00:00;32;Gut
17.06.1981;00:00:00;34;Gut
18.06.1981;00:00:00;34;Gut
19.06.1981;00:00:00;33;Gut
20.06.1981;00:00:00;32;Gut
21.06.1981;00:00:00;32;Gut
22.06.1981;00:00:00;32;Gut
23.06.1981;00:00:00;33;Gut
24.06.1981;00:00:00;33;Gut
25.06.1981;00:00:00;32;Gut
26.06.1981;00:00:00;32;Gut
27.06.1981;00:00:00;32;Gut
28.06.1981;00:00:00;33;Gut
29.06.1981;00:00:00;32;Gut
30.06.1981;00:00:00;34;Gut
01.07.1981;00:00:00;33;Gut
02.07.1981;00:00:00;33;Gut
03.07.1981;00:00:00;32;Gut
04.07.1981;00:00:00;34;Gut
05.07.1981;00:00:00;33;Gut
06.07.1981;00:00:00;32;Gut
07.07.1981;00:00:00;32;Gut
08.07.1981;00:00:00;30;Gut
09.07.1981;00:00:00;30;Gut
10.07.1981;00:00:00;28;Gut
11.07.1981;00:00:00;26;Gut
12.07.1981;00:00:00;26;Gut
13.07.1981;00:00:00;25;Gut
14.07.1981;00:00:00;24;Gut
15.07.1981;00:00:00;23;Gut
16.07.1981;00:00:00;24;Gut
17.07.1981;00:00:00;24;Gut
18.07.1981;00:00:00;24;Gut
19.07.1981;00:00:00;26;Gut
20.07.1981;00:00:00;26;Gut
21.07.1981;00:00:00;26;Gut
22.07.1981;00:00:00;25;Gut
23.07.1981;00:00:00;26;Gut
24.07.1981;00:00:00;26;Gut
25.07.1981;00:00:00;27;Gut
26.07.1981;00:00:00;28;Gut
27.07.1981;00:00:00;52;Gut
28.07.1981;00:00:00;50;Gut
29.07.1981;00:00:00;48;Gut
30.07.1981;00:00:00;46;Gut
31.07.1981;00:00:00;40;Gut
01.08.1981;00:00:00;36;Gut
02.08.1981;00:00:00;35;Gut
03.08.1981;00:00:00;32;Gut
04.08.1981;00:00:00;30;Gut
05.08.1981;00:00:00;31;Gut
06.08.1981;00:00:00;31;Gut
07.08.1981;00:00:00;29;Gut
08.08.1981;00:00:00;29;Gut
09.08.1981;00:00:00;30;Gut
10.08.1981;00:00:00;30;Gut
11.08.1981;00:00:00;33;Gut
12.08.1981;00:00:00;32;Gut
13.08.1981;00:00:00;31;Gut
14.08.1981;00:00:00;31;Gut
15.08.1981;00:00:00;31;Gut
16.08.1981;00:00:00;32;Gut
17.08.1981;00:00:00;32;Gut
18.08.1981;00:00:00;32;Gut
19.08.1981;00:00:00;31;Gut
20.08.1981;00:00:00;30;Gut
21.08.1981;00:00:00;32;Gut
22.08.1981;00:00:00;33;Gut
23.08.1981;00:00:00;38;Gut
24.08.1981;00:00:00;40;Gut
25.08.1981;00:00:00;38;Gut
26.08.1981;00:00:00;35;Gut
27.08.1981;00:00:00;34;Gut
28.08.1981;00:00:00;32;Gut
29.08.1981;00:00:00;32;Gut
30.08.1981;00:00:00;31;Gut
31.08.1981;00:00:00;30;Gut
01.09.1981;00:00:00;32;Gut
02.09.1981;00:00:00;31;Gut
03.09.1981;00:00:00;31;Gut
04.09.1981;00:00:00;30;Gut
05.09.1981;00:00:00;30;Gut
06.09.1981;00:00:00;31;Gut
07.09.1981;00:00:00;30;Gut
08.09.1981;00:00:00;30;Gut
09.09.1981;00:00:00;30;Gut
10.09.1981;00:00:00;31;Gut
11.09.1981;00:00:00;30;Gut
12.09.1981;00:00:00;30;Gut
13.09.1981;00:00:00;31;Gut
14.09.1981;00:00:00;32;Gut
15.09.1981;00:00:00;31;Gut
16.09.1981;00:00:00;32;Gut
17.09.1981;00:00:00;32;Gut
18.09.1981;00:00:00;30;Gut
19.09.1981;00:00:00;31;Gut
20.09.1981;00:00:00;32;Gut
21.09.1981;00:00:00;32;Gut
22.09.1981;00:00:00;32;Gut
23.09.1981;00:00:00;34;Gut
24.09.1981;00:00:00;34;Gut
25.09.1981;00:00:00;33;Gut
26.09.1981;00:00:00;33;Gut
27.09.1981;00:00:00;32;Gut
28.09.1981;00:00:00;33;Gut
29.09.1981;00:00:00;32;Gut
30.09.1981;00:00:00;32;Gut
01.10.1981;00:00:00;32;Gut
02.10.1981;00:00:00;32;Gut
